imbd_title_id,original_titlê,release_year,genrë,duration,country,content_rating,director,income,votes,score,duration_bin,duration_log,duration_outlier,income_bin,income_scaled,income_log,income_outlier,votes_bin,votes_scaled,votes_outlier
tt0099685,goodfellas,1990-09-20,"biography, crime, drama",146.0,USA,r,martin scorsese,46879633.0,991.505,8.7,"(125.0, 149.0]",4.9904327,False,"(23341568.0, 108110316.0]",-0.5643328985602614,17.66309389603532,False,"(703.264, 991.505]",1.9688382,False
tt0073486,one flew over the cuckoo's nest,2000-05-19,drama,116.0,USA,r,milos forman,108997629.0,891.071,8.7,"(115.0, 125.0]",4.762174,False,"(108110316.0, 390133212.0]",-0.42166951159328253,18.506836696837766,False,"(703.264, 991.505]",1.6024796,False
tt0816692,interstellar,2014-11-06,"adventure, drama, sci-fi",169.0,USA,pg-13,christopher nolan,696742056.0,195.789,8.6,"(149.0, 229.0]",5.1357985,False,"(390133212.0, 2797800564.0]",0.9281745919863994,20.361925824189587,False,"(195.78799999999998, 335.892]",-0.9337392,False
tt0114369,se7en,1995-12-15,"crime, drama, mystery",127.0,USA,r,david fincher,327333559.0,195.789,8.6,"(125.0, 149.0]",4.8520303,False,"(108110316.0, 390133212.0]",0.07977202348755319,19.606490270114747,False,"(195.78799999999998, 335.892]",-0.9337392,False
tt0102926,the silence of the lambs,1991-03-05,"crime, drama, thriller",118.0,USA,r,jonathan demme,272753884.0,195.789,8.6,"(115.0, 125.0]",4.7791233,False,"(108110316.0, 390133212.0]",-0.045578467456438995,19.42408042638903,False,"(195.78799999999998, 335.892]",-0.9337392,False
tt0076759,star wars,1977-10-20,"action, adventure, fantasy",121.0,USA,pg,george lucas,775768912.0,195.789,8.6,"(115.0, 125.0]",4.804021,False,"(390133212.0, 2797800564.0]",1.1096717371665452,20.46936524127272,False,"(195.78799999999998, 335.892]",-0.9337392,False
tt0120815,saving private ryan,1998-10-30,"drama, war",169.0,USA,r,steven spielberg,482349603.0,195.789,8.6,"(149.0, 229.0]",5.1357985,False,"(390133212.0, 2797800564.0]",0.4357898491634205,19.994179728599885,False,"(195.78799999999998, 335.892]",-0.9337392,False
tt0120689,the green mile,2000-10-03,"crime, drama, fantasy",189.0,US,r,frank darabont,286801374.0,195.789,8.6,"(149.0, 229.0]",5.247024,False,"(108110316.0, 390133212.0]",-0.013316278866440595,19.474300460959977,False,"(195.78799999999998, 335.892]",-0.9337392,False
tt0317248,cidade de deus,2003-05-09,"crime, drama",130.0,BRAZIL,r,"fernando meirelles, k¡tia lund",30680793.0,685.856,8.6,"(125.0, 149.0]",4.8751974,False,"(23341568.0, 108110316.0]",-0.6015359882950972,17.239147414180596,False,"(335.892, 703.264]",0.85390556,False
tt0245429,sen to chihiro no kamikakushi,2003-04-18,"animation, adventure, family",125.0,JAPAN,pg,hayao miyazaki,355467056.0,626.693,8.6,"(115.0, 125.0]",4.836282,False,"(108110316.0, 390133212.0]",0.14438486079230686,19.688943136247083,False,"(335.892, 703.264]",0.6380933,False
tt0118799,la vita b9 bella,1997-12-20,"comedy, drama, romance",116.0,ITALY,r,roberto benigni,230098753.0,605.648,8.6,"(115.0, 125.0]",4.762174,False,"(108110316.0, 390133212.0]",-0.1435424368668523,19.254019139953993,False,"(335.892, 703.264]",0.5613263,False
tt6751668,gisaengchung,2019-11-07,"comedy, drama, thriller",132.0,SOUTH KOREA,r,bong joon ho,257604912.0,470.931,8.6,"(125.0, 149.0]",4.890349,False,"(108110316.0, 390133212.0]",-0.08037037630340063,19.36693762421757,False,"(335.892, 703.264]",0.06991161,False
tt0038650,it's a wonderful life,1948-03-11,"drama, family, fantasy",130.0,USA,pg,frank capra,6130720.0,388.31,8.6,"(125.0, 149.0]",4.8751974,False,"(575.999, 23341568.0]",-0.6579189495945342,15.628822919266707,False,"(335.892, 703.264]",-0.23146962,False
tt0047478,shichinin no samurai,1955-08-19,"action, adventure, drama",207.0,JAPAN,unrated,akira kurosawa,322773.0,307.958,8.6,"(149.0, 229.0]",5.3375382,True,"(575.999, 23341568.0]",-0.6712577796228678,12.684707666904746,False,"(195.78799999999998, 335.892]",-0.52457404,False
tt0172495,gladiator,2000-05-19,"action, adventure, drama",155.0,USA,r,ridley scott,465361176.0,195.789,8.5,"(149.0, 229.0]",5.049856,False,"(390133212.0, 2797800564.0]",0.39677335328256064,19.958324386788266,False,"(195.78799999999998, 335.892]",-0.9337392,False
tt0407887,the departed,2006-10-27,"crime, drama, thriller",151.0,USA,r,martin scorsese,291465034.0,195.789,8.5,"(149.0, 229.0]",5.0238805,False,"(108110316.0, 390133212.0]",-0.0026054772613401866,19.490430608018396,False,"(195.78799999999998, 335.892]",-0.9337392,False
tt0482571,the prestige,2006-12-22,"drama, mystery, sci-fi",130.0,UK,pg-13,christopher nolan,109676311.0,195.789,8.5,"(125.0, 149.0]",4.8751974,False,"(108110316.0, 390133212.0]",-0.42011081557878904,18.513043967561824,False,"(195.78799999999998, 335.892]",-0.9337392,False
tt0088763,back to the future,1985-10-18,"adventure, comedy, sci-fi",116.0,USA,pg,robert zemeckis,388774684.0,195.789,8.5,"(115.0, 125.0]",4.762174,False,"(108110316.0, 390133212.0]",0.22088087367585482,19.778510517834064,False,"(195.78799999999998, 335.892]",-0.9337392,False
tt0120586,american history x,1999-08-27,drama,119.0,USA,r,tony kaye,23875127.0,195.789,8.5,"(115.0, 125.0]",4.787492,False,"(23341568.0, 108110316.0]",-0.6171662311336784,16.98834780557324,False,"(195.78799999999998, 335.892]",-0.9337392,False
tt0110413,léon,1995-04-07,"action, crime, drama",110.0,FRANCE,r,luc besson,19552639.0,195.789,8.5,"(80.999, 115.0]",4.7095304,False,"(575.999, 23341568.0]",-0.6270934795626864,16.78862087364196,False,"(195.78799999999998, 335.892]",-0.9337392,False
tt0103064,"terminator 2, judgment day",1991-12-19,"action, sci-fi",137.0,USA,r,james cameron,520884847.0,974.97,8.4,"(125.0, 149.0]",4.9272537,False,"(390133212.0, 2797800564.0]",0.5242918740297564,20.07103955417563,False,"(703.264, 991.505]",1.9085225,False
tt0114814,the usual suspects,1995-11-30,"crime, mystery, thriller",106.0,USA,r,bryan singer,23341568.0,968.947,8.4,"(80.999, 115.0]",4.6728287,False,"(575.999, 23341568.0]",-0.6183916301965637,16.96574640621366,False,"(703.264, 991.505]",1.8865522,False
tt0110357,the lion king,1994-11-25,"animation, adventure, drama",88.0,USA,g,"roger allers, rob minkoff",968511805.0,917.248,8.4,"(80.999, 115.0]",4.4886365,False,"(390133212.0, 2797800564.0]",1.5523349861418343,20.69127123072154,True,"(703.264, 991.505]",1.6979669,False
tt7286456,joker,2019-10-03,"crime, drama, thriller",122.0,USA,r,todd phillips,1074251311.0,855.097,8.4,"(115.0, 125.0]",4.8121843,False,"(390133212.0, 2797800564.0]",1.7951817782723334,20.79488980193583,True,"(703.264, 991.505]",1.4712552,False
tt1675434,intouchables,2012-02-24,"biography, comedy, drama",112.0,FRANCE,r,"olivier nakache, ‰ric toledano",426588510.0,736.691,8.4,"(80.999, 115.0]",4.727388,False,"(390133212.0, 2797800564.0]",0.30772605283037885,19.87133043208706,False,"(703.264, 991.505]",1.0393391,False
tt0253474,the pianist,2002-10-25,"biography, drama, music",150.0,UK,r,roman polanski,120072577.0,707.942,8.4,"(149.0, 229.0]",5.0172796,False,"(108110316.0, 390133212.0]",-0.3962342159639263,18.603606934585102,False,"(703.264, 991.505]",0.9344699,False
tt2582802,whiplash,2015-02-12,"drama, music",106.0,USA,r,damien chazelle,48983260.0,690.732,8.4,"(80.999, 115.0]",4.6728287,False,"(23341568.0, 108110316.0]",-0.5595016005136344,17.706989185467247,False,"(335.892, 703.264]",0.8716919,False
tt0054215,psycho,1960-10-28,"horror, mystery, thriller",109.0,USA,r,alfred hitchcock,32008644.0,586.765,8.3,"(80.999, 115.0]",4.7004805,False,"(23341568.0, 108110316.0]",-0.598486377341011,17.281516580528372,False,"(335.892, 703.264]",0.49244577,False
tt0034583,casablanca,2000-05-19,"drama, romance, war",102.0,USA,pg,michael curtiz,4374761.0,509.953,8.3,"(80.999, 115.0]",4.634729,False,"(575.999, 23341568.0]",-0.661951775417105,15.291362676294119,False,"(335.892, 703.264]",0.21225433,False
tt0064116,c'era una volta il west,1968-12-21,western,165.0,ITALY,pg-13,sergio leone,112911.0,295.22,8.3,"(149.0, 229.0]",5.1119876,False,"(575.999, 23341568.0]",-0.6717397594941383,11.634364033240612,False,"(195.78799999999998, 335.892]",-0.5710392,False
tt0095327,hotaru no haka,2015-10-11,"animation, drama, war",89.0,JAPAN,r,isao takahata,516962.0,225.438,8.3,"(80.999, 115.0]",4.4998097,False,"(575.999, 23341568.0]",-0.6708117951701219,13.155726584198405,False,"(195.78799999999998, 335.892]",-0.82558686,False
tt0095765,nuovo cinema paradiso,1988-11-17,drama,155.0,ITALY,r,giuseppe tornatore,13826605.0,223.05,8.3,"(149.0, 229.0]",5.049856,False,"(575.999, 23341568.0]",-0.6402441839789731,16.442105264991163,False,"(195.78799999999998, 335.892]",-0.83429766,False
tt0027977,modern times,1937-03-12,"comedy, drama, family",87.0,USA,g,charles chaplin,457688.0,211.25,8.3,"(80.999, 115.0]",4.477337,False,"(575.999, 23341568.0]",-0.6709479268894885,13.033945193143404,False,"(195.78799999999998, 335.892]",-0.8773412,False
tt1345836,the dark knight rises,2012-08-29,"action, adventure",164.0,UK,pg-13,christopher nolan,1081133191.0,195.789,8.3,"(149.0, 229.0]",5.1059456,False,"(390133212.0, 2797800564.0]",1.810987058106221,20.801275579854416,True,"(195.78799999999998, 335.892]",-0.9337392,False
tt1853728,django unchained,2013-01-17,"drama, western",165.0,USA,r,quentin tarantino,425368238.0,195.789,8.3,"(149.0, 229.0]",5.1119876,False,"(390133212.0, 2797800564.0]",0.3049235133450264,19.86846579644804,False,"(195.78799999999998, 335.892]",-0.9337392,False
tt0209144,memento,2001-01-19,"mystery, thriller",113.0,USA,r,christopher nolan,39970386.0,195.789,8.2,"(80.999, 115.0]",4.7361984,False,"(23341568.0, 108110316.0]",-0.5802010308549903,17.50364941290233,False,"(195.78799999999998, 335.892]",-0.9337392,False
tt0910970,wallâ·e,2008-10-17,"animation, adventure, family",98.0,USA,g,andrew stanton,521311860.0,974.734,8.2,"(80.999, 115.0]",4.59512,False,"(390133212.0, 2797800564.0]",0.5252725740648787,20.071859002213046,False,"(703.264, 991.505]",1.9076617,False
tt0081505,the shining,1980-12-22,"drama, horror",146.0,UK,r,stanley kubrick,46520613.0,869.48,8.2,"(125.0, 149.0]",4.9904327,False,"(23341568.0, 108110316.0]",-0.5651574423718306,17.655406084151885,False,"(703.264, 991.505]",1.5237209,False
tt0082971,raiders of the lost ark,1981-06-12,"action, adventure",115.0,USA,pg,steven spielberg,390133212.0,865.51,8.2,"(80.999, 115.0]",4.75359,False,"(108110316.0, 390133212.0]",0.22400093900715554,19.781998810560474,False,"(703.264, 991.505]",1.5092394,False
tt4154756,"avengers, infinity war",2018-04-25,"action, adventure, sci-fi",149.0,USA,r,"anthony russo, joe russo",2048359754.0,796.486,8.2,"(125.0, 149.0]",5.0106354,False,"(390133212.0, 2797800564.0]",4.032369368025073,21.44030519031807,True,"(703.264, 991.505]",1.2574568,False
tt0078748,alien,1979-10-25,"horror, sci-fi",117.0,UK,r,ridley scott,108110316.0,768.874,8.2,"(115.0, 125.0]",4.7706847,False,"(23341568.0, 108110316.0]",-0.42370736030108425,18.498662717463343,False,"(703.264, 991.505]",1.156735,False
tt4154796,"avengers, endgame",2019-04-24,"action, adventure, drama",181.0,USA,r,"anthony russo, joe russo",2797800564.0,754.786,8.2,"(149.0, 229.0]",5.2040067,False,"(390133212.0, 2797800564.0]",5.75357370768014,21.75209943295097,True,"(703.264, 991.505]",1.1053452,False
tt0078788,apocalypse now,1979-12-18,"drama, mystery, war",147.0,USA,r,francis ford coppola,91968688.0,591.251,8.2,"(125.0, 149.0]",4.9972124,False,"(23341568.0, 108110316.0]",-0.4607790540118894,18.336958740129027,False,"(335.892, 703.264]",0.50880945,False
tt0364569,oldeuboi,2005-05-06,"action, drama, mystery",120.0,SOUTH KOREA,r,chan-wook park,15002116.0,501.082,8.1,"(115.0, 125.0]",4.7957907,False,"(575.999, 23341568.0]",-0.6375444449101701,16.523701882441447,False,"(335.892, 703.264]",0.17989509,False
tt0057012,"dr. strangelove or, how i learned to stop worrying and love the bomb",1964-04-03,comedy,95.0,UK,pg,stanley kubrick,9443876.0,441.115,8.1,"(80.999, 115.0]",4.564348,False,"(575.999, 23341568.0]",-0.6503097849893211,16.060877152960412,False,"(335.892, 703.264]",-0.03884991,False
tt0047396,rear window,1955-04-14,"mystery, thriller",112.0,USA,r,alfred hitchcock,37032034.0,432.39,8.1,"(80.999, 115.0]",4.727388,False,"(23341568.0, 108110316.0]",-0.586949401301796,17.427293906821333,False,"(335.892, 703.264]",-0.07067649,False
tt2380307,coco,2017-12-28,"animation, adventure, family",105.0,USA,r,"lee unkrich, adrian molina",807083670.0,352.455,8.1,"(80.999, 115.0]",4.6634393,False,"(390133212.0, 2797800564.0]",1.1815908222305789,20.50893790239622,False,"(335.892, 703.264]",-0.36225992,False
tt0405094,das leben der anderen,2007-04-06,"drama, mystery, thriller",137.0,GERMANY,r,florian henckel von donnersmarck,77356942.0,349.642,8.1,"(125.0, 149.0]",4.9272537,False,"(23341568.0, 108110316.0]",-0.49433714197501694,18.163940891782495,False,"(335.892, 703.264]",-0.372521,False
tt4633694,"spider-man, into the spider-verse",2018-12-25,"animation, action, adventure",117.0,USA,r,"bob persichetti, peter ramsey",375540831.0,335.892,8.1,"(115.0, 125.0]",4.7706847,False,"(108110316.0, 390133212.0]",0.1904873256997882,19.743877763602864,False,"(195.78799999999998, 335.892]",-0.42267767,False
tt1187043,3 idiots,2009-12-25,"comedy, drama",170.0,INDIA,r,rajkumar hirani,60262836.0,332.217,8.1,"(149.0, 229.0]",5.1416636,False,"(23341568.0, 108110316.0]",-0.5335963456868134,17.914226169881168,False,"(195.78799999999998, 335.892]",-0.43608314,False
tt0119698,mononoke-hime,2000-05-19,"animation, adventure, fantasy",134.0,JAPAN,pg-13,hayao miyazaki,169785629.0,331.045,8.0,"(125.0, 149.0]",4.905275,False,"(108110316.0, 390133212.0]",-0.28206066189779794,18.950047199285024,False,"(195.78799999999998, 335.892]",-0.44035828,False
tt0087843,once upon a time in america,1984-09-28,"crime, drama",229.0,USA,r,sergio leone,5472914.0,302.317,8.0,"(149.0, 229.0]",5.4380794,True,"(575.999, 23341568.0]",-0.659429700712893,15.51532193921795,False,"(195.78799999999998, 335.892]",-0.5451511,False
tt0032553,the great dictator,1945-06-25,"comedy, drama, war",125.0,USA,r,charles chaplin,969879.0,197.381,8.0,"(115.0, 125.0]",4.836282,False,"(575.999, 23341568.0]",-0.6697716026752623,13.78492763148648,False,"(195.78799999999998, 335.892]",-0.92793196,False
tt0043014,sunset blvd.,2000-05-19,"drama, film-noir",110.0,USA,r,billy wilder,299645.0,195.789,8.0,"(80.999, 115.0]",4.7095304,False,"(575.999, 23341568.0]",-0.6713108965781182,12.610357056890175,False,"(195.78799999999998, 335.892]",-0.9337392,False
tt0361748,inglourious basterds,2009-10-02,"adventure, drama, war",153.0,GERMANY,r,quentin tarantino,321455689.0,195.789,8.0,"(149.0, 229.0]",5.0369525,False,"(108110316.0, 390133212.0]",0.06627260469832509,19.588370269437462,False,"(195.78799999999998, 335.892]",-0.9337392,False
tt0169547,american beauty,2000-01-21,drama,122.0,USA,r,sam mendes,356296601.0,195.789,8.0,"(115.0, 125.0]",4.8121843,False,"(108110316.0, 390133212.0]",0.1462900365378593,19.691274093623488,False,"(195.78799999999998, 335.892]",-0.9337392,False
tt0112573,braveheart,1995-12-01,"biography, drama, history",178.0,USA,r,mel gibson,213216216.0,941.683,7.9,"(149.0, 229.0]",5.187386,False,"(108110316.0, 390133212.0]",-0.18231574032331505,19.177817312091143,False,"(703.264, 991.505]",1.7870998,False
tt0086190,"star wars, episode vi - return of the jedi",1983-10-21,"action, adventure, fantasy",131.0,USA,pg,richard marquand,475347111.0,928.036,7.9,"(125.0, 149.0]",4.882802,False,"(390133212.0, 2797800564.0]",0.41970756560216116,19.97955585722756,False,"(703.264, 991.505]",1.737319,False
tt0105236,reservoir dogs,1992-10-09,"crime, drama, thriller",99.0,USA,r,quentin tarantino,2889963.0,896.551,7.9,"(80.999, 115.0]",4.6051702,False,"(575.999, 23341568.0]",-0.6653618389298075,14.876754603263624,False,"(703.264, 991.505]",1.6224694,False
tt0338013,eternal sunshine of the spotless mind,2004-10-22,"drama, romance, sci-fi",108.0,USA,r,michel gondry,74036715.0,889.875,7.9,"(80.999, 115.0]",4.691348,False,"(23341568.0, 108110316.0]",-0.5019625462027903,18.12007169028286,False,"(703.264, 991.505]",1.5981169,False
tt0114709,toy story,1996-03-22,"animation, adventure, comedy",81.0,USA,g,john lasseter,404265438.0,864.461,7.9,"(80.999, 115.0]",4.406719,False,"(390133212.0, 2797800564.0]",0.256457736656307,19.817582247405255,False,"(703.264, 991.505]",1.5054128,False
tt0119217,good will hunting,1998-03-06,"drama, romance",126.0,USA,r,gus van sant,225933435.0,837.379,7.8,"(125.0, 149.0]",4.8441873,False,"(108110316.0, 390133212.0]",-0.15310872058396582,19.235750982880344,False,"(703.264, 991.505]",1.4066244,False
tt0208092,snatch,2001-03-16,"comedy, crime",104.0,UK,r,guy ritchie,83557872.0,766.589,7.8,"(80.999, 115.0]",4.65396,False,"(23341568.0, 108110316.0]",-0.4800957669611619,18.241050039565618,False,"(703.264, 991.505]",1.1483997,False
tt0180093,requiem for a dream,2000-12-15,drama,102.0,USA,r,darren aronofsky,7390108.0,748.291,7.8,"(80.999, 115.0]",4.634729,False,"(575.999, 23341568.0]",-0.655026574290193,15.815653042477315,False,"(703.264, 991.505]",1.0816531,False
tt0066921,a clockwork orange,1972-09-07,"crime, drama, sci-fi",136.0,UK,r,stanley kubrick,26903440.0,740.301,7.8,"(125.0, 149.0]",4.919981,False,"(23341568.0, 108110316.0]",-0.6102112516237771,17.107764754606844,False,"(703.264, 991.505]",1.0525076,False
tt0435761,toy story 3,2010-07-07,"animation, adventure, comedy",103.0,USA,g,lee unkrich,1066969703.0,739.717,7.8,"(80.999, 115.0]",4.644391,False,"(390133212.0, 2797800564.0]",1.778458462538744,20.78808841523593,True,"(703.264, 991.505]",1.0503771,False
tt0086250,scarface,2000-05-19,"crime, drama",170.0,USA,r,brian de palma,66023585.0,721.343,7.8,"(149.0, 229.0]",5.1416636,False,"(23341568.0, 108110316.0]",-0.5203659130146674,18.005522599787888,False,"(703.264, 991.505]",0.98335344,False
tt0075314,taxi driver,2000-05-19,"crime, drama",114.0,USA,r,martin scorsese,28441292.0,703.264,7.7,"(80.999, 115.0]",4.744932,False,"(23341568.0, 108110316.0]",-0.6066793415638656,17.163352626000872,False,"(335.892, 703.264]",0.91740555,False
tt0211915,le fabuleux destin d'amélie poulain,2002-01-25,"comedy, romance",122.0,FRANCE,r,jean-pierre jeunet,173924742.0,690.48,7.7,"(115.0, 125.0]",4.8121843,False,"(108110316.0, 390133212.0]",-0.27255456193251487,18.974133252124474,False,"(335.892, 703.264]",0.8707726,False
tt0093058,full metal jacket,1987-10-09,"drama, war",116.0,UK,r,stanley kubrick,46357676.0,658.175,7.7,"(115.0, 125.0]",4.762174,False,"(23341568.0, 108110316.0]",-0.5655316518727657,17.651897467328787,False,"(335.892, 703.264]",0.7529319,False
tt0090605,aliens,1986-09-24,"action, adventure, sci-fi",137.0,USA,r,james cameron,131384634.0,639.5,7.7,"(125.0, 149.0]",4.9272537,False,"(108110316.0, 390133212.0]",-0.37025436360063496,18.693639724148664,False,"(335.892, 703.264]",0.6848101,False
tt0062622,"2001, a space odyssey",1968-12-12,"adventure, sci-fi",149.0,UK,g,stanley kubrick,68989547.0,587.866,7.6,"(125.0, 149.0]",5.0106354,False,"(23341568.0, 108110316.0]",-0.5135541320207127,18.049465572826673,False,"(335.892, 703.264]",0.49646202,False
tt0033467,citizen kane,1948-11-25,"drama, mystery",119.0,USA,r,orson welles,1594107.0,389.322,7.6,"(115.0, 125.0]",4.787492,False,"(575.999, 23341568.0]",-0.668337968520039,14.281824890114885,False,"(335.892, 703.264]",-0.2277781,False
tt8579674,1917,2020-01-23,"drama, war",119.0,USA,r,sam mendes,384857224.0,362.897,7.6,"(115.0, 125.0]",4.787492,False,"(108110316.0, 390133212.0]",0.21188383339935168,19.768382979316517,False,"(335.892, 703.264]",-0.32417002,False
tt0086879,amadeus,1985-02-15,"biography, drama, history",160.0,USA,r,milos forman,52066791.0,361.028,7.6,"(149.0, 229.0]",5.081404,False,"(23341568.0, 108110316.0]",-0.5524198045027381,17.768037913869147,False,"(335.892, 703.264]",-0.33098763,False
tt0052357,vertigo,1958-11-18,"mystery, romance, thriller",128.0,USA,r,alfred hitchcock,7796389.0,352.786,7.5,"(125.0, 149.0]",4.8598123,False,"(575.999, 23341568.0]",-0.6540934884333934,15.869171364012528,False,"(335.892, 703.264]",-0.36105245,False
tt0053125,north by northwest,1959-10-28,"adventure, mystery, thriller",136.0,USA,r,alfred hitchcock,73446.0,291.628,7.5,"(125.0, 149.0]",4.919981,False,"(575.999, 23341568.0]",-0.671830396844491,11.204319336656239,False,"(195.78799999999998, 335.892]",-0.58414197,False
tt2106476,jagten,2012-11-22,drama,115.0,DENMARK,r,thomas vinterberg,15843274.0,269.616,7.5,"(80.999, 115.0]",4.75359,False,"(575.999, 23341568.0]",-0.6356125981510704,16.578255678030178,False,"(195.78799999999998, 335.892]",-0.66443634,False
tt0056172,lawrence of arabia,1963-10-29,"adventure, biography, drama",228.0,UK,pg,david lean,45710874.0,261.504,7.5,"(149.0, 229.0]",5.433722,True,"(23341568.0, 108110316.0]",-0.5670171306383236,17.637846792544316,False,"(195.78799999999998, 335.892]",-0.6940269,False
tt0070735,the sting,1974-03-21,"comedy, crime, drama",129.0,USA,pg,george roy hill,156000000.0,236.285,7.5,"(125.0, 149.0]",4.8675346,False,"(108110316.0, 390133212.0]",-0.31372144703661997,18.86536657162407,False,"(195.78799999999998, 335.892]",-0.7860196,False
tt0082096,das boot,1982-03-18,"adventure, drama, thriller",149.0,GERMANY,r,wolfgang petersen,11487676.0,226.427,7.5,"(125.0, 149.0]",5.0106354,False,"(575.999, 23341568.0]",-0.6456158887103248,16.256785453579607,False,"(195.78799999999998, 335.892]",-0.8219792,False
tt0059578,per qualche dollaro in pi1,1965-12-20,western,132.0,ITALY,r,sergio leone,15000000.0,226.039,7.4,"(125.0, 149.0]",4.890349,False,"(575.999, 23341568.0]",-0.6375493046246855,16.52356082573315,False,"(195.78799999999998, 335.892]",-0.82339454,False
